#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
18.7%	18730000	-889.5470433113292	306.8492780841032	1.15e+03	3:23:57
18.7%	18735000	-879.5350384777429	271.12612871522236	1.15e+03	3:23:56
18.7%	18740000	-878.2640714513882	319.1783544612833	1.15e+03	3:23:56
18.7%	18745000	-915.0012341822599	262.89783845727953	1.15e+03	3:23:55
18.8%	18750000	-826.8435604346532	323.7996128904573	1.15e+03	3:23:54
18.8%	18755000	-836.2232153828113	265.8727642710071	1.15e+03	3:23:54
18.8%	18760000	-891.7345105698336	331.70298822353107	1.15e+03	3:23:53
18.8%	18765000	-851.3401124048667	289.43656943341347	1.15e+03	3:23:53
18.8%	18770000	-851.1019939881318	329.224197513888	1.15e+03	3:23:52
18.8%	18775000	-868.8876684271037	300.1695086822172	1.15e+03	3:23:51
18.8%	18780000	-844.6551863442571	280.8436178899572	1.15e+03	3:23:51
18.8%	18785000	-863.077199671622	296.3580244841766	1.15e+03	3:23:50
18.8%	18790000	-874.5819853411866	318.6658843304448	1.15e+03	3:23:50
18.8%	18795000	-855.1250156186774	277.14639621205544	1.15e+03	3:23:49
18.8%	18800000	-863.5098770768138	311.92414764083185	1.15e+03	3:23:48
18.8%	18805000	-827.062991329401	319.8329128713974	1.15e+03	3:23:48
18.8%	18810000	-861.1840203811472	293.77897506781636	1.15e+03	3:23:47
18.8%	18815000	-848.8057995839026	323.607560592102	1.15e+03	3:23:46
18.8%	18820000	-873.5096627587205	286.1793188050582	1.15e+03	3:23:46
18.8%	18825000	-868.8909835730464	296.90425587476386	1.15e+03	3:23:45
18.8%	18830000	-873.864711333983	307.437768916374	1.15e+03	3:23:45
18.8%	18835000	-885.7503705046917	291.441512099766	1.15e+03	3:23:44
18.8%	18840000	-888.5792322842631	299.7190058391056	1.15e+03	3:23:43
18.8%	18845000	-886.4708790812458	291.515945592121	1.15e+03	3:23:43
18.9%	18850000	-844.9921574494683	330.6797343714987	1.15e+03	3:23:42
18.9%	18855000	-873.0202526311273	304.91076673100747	1.15e+03	3:23:42
18.9%	18860000	-862.6822609506193	286.0885502859492	1.15e+03	3:23:41
18.9%	18865000	-775.690240852747	296.03271275703827	1.15e+03	3:23:41
18.9%	18870000	-905.0684725305359	289.24246698999997	1.15e+03	3:23:40
18.9%	18875000	-889.3820513886178	263.044109693811	1.15e+03	3:23:39
18.9%	18880000	-859.5140213281505	316.6612392657942	1.15e+03	3:23:39
18.9%	18885000	-791.6141850981663	306.3271524313777	1.15e+03	3:23:38
18.9%	18890000	-885.3138704520411	308.85769277031244	1.15e+03	3:23:37
18.9%	18895000	-914.6706694545512	276.110229752842	1.15e+03	3:23:37
18.9%	18900000	-725.4576373674955	311.36485484221254	1.15e+03	3:23:36
18.9%	18905000	-836.7260989759501	260.5918220690735	1.15e+03	3:23:36
18.9%	18910000	-835.856313914376	285.5071688276705	1.15e+03	3:23:35
18.9%	18915000	-852.8403826250258	260.4733600582509	1.15e+03	3:23:34
18.9%	18920000	-835.5966151699265	291.4271941512144	1.15e+03	3:23:34
18.9%	18925000	-838.5652855870144	259.13036624427866	1.15e+03	3:23:33
18.9%	18930000	-920.5784929007497	301.12444641021347	1.15e+03	3:23:33
18.9%	18935000	-901.6287001629394	291.91989030229803	1.15e+03	3:23:32
18.9%	18940000	-892.7424716268724	268.75090339787414	1.15e+03	3:23:31
18.9%	18945000	-899.8579291777603	284.3761500926595	1.15e+03	3:23:31
18.9%	18950000	-801.1162857465429	281.8059295267918	1.15e+03	3:23:30
19.0%	18955000	-870.9566936695114	281.398975732739	1.15e+03	3:23:29
19.0%	18960000	-871.5158008309023	312.559990210576	1.15e+03	3:23:29
19.0%	18965000	-830.0381395474272	294.18364724882053	1.15e+03	3:23:28
19.0%	18970000	-856.8321875815657	305.4366289384359	1.15e+03	3:23:28
19.0%	18975000	-873.4387992898955	276.3111770354014	1.15e+03	3:23:27
19.0%	18980000	-865.0660680012508	287.64808240497985	1.15e+03	3:23:26
19.0%	18985000	-844.7852554100544	349.48220990365786	1.15e+03	3:23:26
19.0%	18990000	-876.4309713572418	295.5136623219001	1.15e+03	3:23:25
19.0%	18995000	-904.7056669863507	274.07678345680927	1.15e+03	3:23:24
19.0%	19000000	-842.6464119262401	301.2846553264551	1.15e+03	3:23:24
19.0%	19005000	-867.3066575906407	273.7893663463919	1.15e+03	3:23:23
19.0%	19010000	-806.7410392315874	311.66559789550826	1.15e+03	3:23:22
19.0%	19015000	-852.3782887030221	268.7318238220905	1.15e+03	3:23:22
19.0%	19020000	-871.047761327375	283.11541008243364	1.15e+03	3:23:21
19.0%	19025000	-853.575437619421	269.7146369095072	1.15e+03	3:23:21
19.0%	19030000	-848.446063215449	323.7983894167935	1.15e+03	3:23:20
19.0%	19035000	-927.572249265157	287.6896143758363	1.15e+03	3:23:20
19.0%	19040000	-893.0694221083739	282.3010064914914	1.15e+03	3:23:19
19.0%	19045000	-862.5853141584288	299.9334443988222	1.15e+03	3:23:18
19.1%	19050000	-897.8976414088941	293.5111996697308	1.15e+03	3:23:18
19.1%	19055000	-790.5877824284307	296.90438814218703	1.15e+03	3:23:17
19.1%	19060000	-963.0265821371052	302.2607558421489	1.15e+03	3:23:16
19.1%	19065000	-915.2654523876197	323.8031841108812	1.15e+03	3:23:16
19.1%	19070000	-851.6473261285903	285.62452309882457	1.15e+03	3:23:15
19.1%	19075000	-925.7225129227442	313.4575900106542	1.15e+03	3:23:14
19.1%	19080000	-944.6349671019364	314.9452678520805	1.15e+03	3:23:14
19.1%	19085000	-867.7834981347725	304.9297140393679	1.15e+03	3:23:13
19.1%	19090000	-887.490095723356	324.5246367702331	1.15e+03	3:23:13
19.1%	19095000	-858.4983833440955	313.1858796567311	1.15e+03	3:23:13
19.1%	19100000	-828.9992786611951	318.1220006866177	1.15e+03	3:23:12
19.1%	19105000	-948.4857046233694	260.8862824197715	1.15e+03	3:23:12
19.1%	19110000	-884.5999446106317	297.95016052300383	1.15e+03	3:23:11
19.1%	19115000	-830.260371125527	279.41162463366004	1.15e+03	3:23:10
19.1%	19120000	-884.9408334284759	301.1627378292037	1.15e+03	3:23:10
19.1%	19125000	-856.6553560001114	285.5118643211909	1.15e+03	3:23:09
19.1%	19130000	-847.7574976926483	314.3327043488037	1.15e+03	3:23:09
19.1%	19135000	-877.721167285564	309.9988630300471	1.15e+03	3:23:08
19.1%	19140000	-806.3597824933644	343.24117154422675	1.15e+03	3:23:07
19.1%	19145000	-777.8582681018243	300.53843559212595	1.15e+03	3:23:07
19.1%	19150000	-838.8042064542695	288.00209616293296	1.15e+03	3:23:06
19.2%	19155000	-815.7048781608818	262.1616049133952	1.15e+03	3:23:05
19.2%	19160000	-836.8230989360761	282.93873387201484	1.15e+03	3:23:05
19.2%	19165000	-842.3905497606253	344.3677923874194	1.15e+03	3:23:04
19.2%	19170000	-839.9515976410568	323.36511440554193	1.15e+03	3:23:04
19.2%	19175000	-835.8062622117296	292.9538578156023	1.15e+03	3:23:03
19.2%	19180000	-850.6273507586285	298.58279560773747	1.15e+03	3:23:02
19.2%	19185000	-869.8470250499407	335.277019330234	1.15e+03	3:23:02
19.2%	19190000	-899.2667347905033	326.8575695790419	1.15e+03	3:23:01
19.2%	19195000	-816.5893993725856	289.902977434154	1.15e+03	3:23:00
19.2%	19200000	-885.383944271775	271.0469831959191	1.15e+03	3:23:00
19.2%	19205000	-851.6293685623866	291.1674209322269	1.15e+03	3:22:59
19.2%	19210000	-902.1959235073908	315.5959574400687	1.15e+03	3:22:59
19.2%	19215000	-865.1964679538019	316.994057169194	1.15e+03	3:22:58
19.2%	19220000	-820.2704783683444	317.7792296596289	1.15e+03	3:22:57
19.2%	19225000	-864.0414832041349	303.27071681815875	1.15e+03	3:22:57
19.2%	19230000	-900.7068252219378	322.4179804555091	1.15e+03	3:22:56
19.2%	19235000	-844.4027326487088	289.96233244027445	1.15e+03	3:22:55
19.2%	19240000	-827.7591575501568	289.62591024959494	1.15e+03	3:22:55
19.2%	19245000	-815.6759603507033	306.04413321277866	1.15e+03	3:22:54
19.2%	19250000	-848.2384299704786	366.14029983865106	1.15e+03	3:22:54
19.3%	19255000	-901.2331239452815	322.96348437526933	1.15e+03	3:22:53
19.3%	19260000	-847.1961428581611	308.311329112302	1.15e+03	3:22:52
19.3%	19265000	-922.9585907690526	321.8256869348239	1.15e+03	3:22:52
19.3%	19270000	-806.9110665792597	335.68797421383584	1.15e+03	3:22:51
19.3%	19275000	-815.9108838559582	260.670190517266	1.15e+03	3:22:50
19.3%	19280000	-806.8826720580042	292.1750341614766	1.15e+03	3:22:50
19.3%	19285000	-825.8486869497284	265.7109350788324	1.15e+03	3:22:49
19.3%	19290000	-833.1972266501859	290.1493255096958	1.15e+03	3:22:49
19.3%	19295000	-884.1435387330403	309.88696479009633	1.15e+03	3:22:48
19.3%	19300000	-813.1781054499336	298.76036462326226	1.15e+03	3:22:47
19.3%	19305000	-846.742922361506	289.1858234660532	1.15e+03	3:22:47
19.3%	19310000	-854.4433873812432	326.29437489144084	1.15e+03	3:22:46
19.3%	19315000	-881.8893307266658	293.26723240780495	1.15e+03	3:22:46
19.3%	19320000	-902.2582269832617	287.3289872467277	1.15e+03	3:22:45
19.3%	19325000	-875.2738439810752	320.5847539712087	1.15e+03	3:22:44
19.3%	19330000	-951.5120325949721	317.82836700731417	1.15e+03	3:22:44
19.3%	19335000	-823.6537908159286	306.6354347277906	1.15e+03	3:22:43
19.3%	19340000	-824.2896798828651	279.01925332300516	1.15e+03	3:22:43
19.3%	19345000	-834.8951895998485	316.0270169719832	1.15e+03	3:22:42
19.4%	19350000	-870.3527775194855	308.2684744672145	1.15e+03	3:22:41
19.4%	19355000	-809.9496209435096	282.99157470754716	1.15e+03	3:22:41
19.4%	19360000	-832.7707812350673	286.0955273925182	1.15e+03	3:22:40
19.4%	19365000	-790.2571659508948	301.2513239358314	1.15e+03	3:22:40
19.4%	19370000	-874.4496931718988	333.1538295876214	1.15e+03	3:22:39
19.4%	19375000	-798.3750133654409	301.1317872521961	1.15e+03	3:22:39
19.4%	19380000	-901.1022577200795	306.7972639199653	1.15e+03	3:22:38
19.4%	19385000	-898.4094036783445	263.27060112245846	1.15e+03	3:22:37
19.4%	19390000	-841.9772216748077	279.70922633565687	1.15e+03	3:22:37
19.4%	19395000	-787.2861454843924	314.4306153087607	1.15e+03	3:22:36
19.4%	19400000	-873.4763130324802	285.4933468819555	1.15e+03	3:22:35
19.4%	19405000	-800.4370400337517	294.31584853821863	1.15e+03	3:22:35
19.4%	19410000	-818.2400572218719	347.10424003728014	1.15e+03	3:22:34
19.4%	19415000	-871.3079299264539	317.03568834061775	1.15e+03	3:22:34
19.4%	19420000	-790.183649515401	275.7542154501144	1.15e+03	3:22:33
19.4%	19425000	-838.1513501090719	350.67641940005956	1.15e+03	3:22:33
19.4%	19430000	-853.4659476442846	269.86013107492784	1.15e+03	3:22:32
19.4%	19435000	-790.8949119602578	296.2557156324013	1.15e+03	3:22:32
19.4%	19440000	-829.4264124521393	290.422953741254	1.15e+03	3:22:31
19.4%	19445000	-906.8844763511814	299.7015134723993	1.15e+03	3:22:30
19.4%	19450000	-876.6523841752019	264.82598335108906	1.15e+03	3:22:30
19.5%	19455000	-824.1321036742933	312.92174161278103	1.15e+03	3:22:30
19.5%	19460000	-837.5831399808978	263.79514065565576	1.15e+03	3:22:29
19.5%	19465000	-846.9780084630667	299.4704092173709	1.15e+03	3:22:30
19.5%	19470000	-882.9948223916086	306.963854739372	1.15e+03	3:22:29
19.5%	19475000	-842.1889151622893	295.2288905599449	1.15e+03	3:22:28
19.5%	19480000	-837.5956982343698	317.46757454392673	1.15e+03	3:22:29
19.5%	19485000	-862.8593443308553	268.8236174137287	1.15e+03	3:22:28
19.5%	19490000	-813.0976186324649	332.88585578840116	1.15e+03	3:22:27
19.5%	19495000	-897.1059662820438	315.3673993329351	1.15e+03	3:22:27
19.5%	19500000	-883.3827839476951	279.2190432656123	1.15e+03	3:22:27
19.5%	19505000	-863.8976361649276	308.81771494167754	1.15e+03	3:22:26
19.5%	19510000	-854.8809832248928	280.07461509199743	1.15e+03	3:22:26
19.5%	19515000	-822.7690172605775	320.53644329491794	1.15e+03	3:22:26
19.5%	19520000	-895.1285053485768	302.55068603360536	1.15e+03	3:22:25
19.5%	19525000	-883.3948330283229	283.95659782655554	1.14e+03	3:22:26
19.5%	19530000	-866.71467895808	353.4841261241207	1.14e+03	3:22:25
19.5%	19535000	-824.9603433099478	299.269991004504	1.14e+03	3:22:24
19.5%	19540000	-839.1965561580091	332.6122606236987	1.14e+03	3:22:24
19.5%	19545000	-894.263354236314	342.9394364852577	1.14e+03	3:22:24
19.6%	19550000	-855.6392118773364	280.6865503250144	1.14e+03	3:22:23
19.6%	19555000	-924.7295245488897	337.72793468045677	1.14e+03	3:22:23
19.6%	19560000	-896.9292853680718	287.89509181763725	1.14e+03	3:22:23
19.6%	19565000	-858.5356386414634	288.94413781717606	1.14e+03	3:22:23
19.6%	19570000	-806.6259730949796	276.42906037624795	1.14e+03	3:22:22
19.6%	19575000	-850.419301901218	289.298316909408	1.14e+03	3:22:22
19.6%	19580000	-930.1939090001753	322.40680385825635	1.14e+03	3:22:21
19.6%	19585000	-855.6158632818523	328.1159949093634	1.14e+03	3:22:21
19.6%	19590000	-854.6414771506147	277.78400785858366	1.14e+03	3:22:20
19.6%	19595000	-872.7354818813665	279.2053205204647	1.14e+03	3:22:19
19.6%	19600000	-891.8153188277358	293.488879542081	1.14e+03	3:22:20
19.6%	19605000	-861.8985504208162	305.65063762902736	1.14e+03	3:22:19
19.6%	19610000	-819.2663565341186	305.7359501169331	1.14e+03	3:22:19
19.6%	19615000	-803.2480746647149	329.22978581251436	1.14e+03	3:22:19
19.6%	19620000	-876.5944780216182	299.28774790605644	1.14e+03	3:22:18
19.6%	19625000	-819.2190814925046	299.6205327426004	1.14e+03	3:22:18
19.6%	19630000	-835.8344813008349	315.9725889273736	1.14e+03	3:22:18
19.6%	19635000	-818.0396324486011	265.61437985996236	1.14e+03	3:22:17
19.6%	19640000	-839.449863275204	316.5602200213942	1.14e+03	3:22:17
19.6%	19645000	-808.8009113208109	308.9547109251634	1.14e+03	3:22:16
19.6%	19650000	-911.2470264138517	320.30123874977306	1.14e+03	3:22:15
19.7%	19655000	-837.2633883435599	316.34670733363936	1.14e+03	3:22:15
19.7%	19660000	-787.1928204387813	338.56313732368295	1.14e+03	3:22:15
19.7%	19665000	-854.7201349439056	278.0476168328413	1.14e+03	3:22:14
19.7%	19670000	-878.9097674882685	294.11344631400505	1.14e+03	3:22:14
19.7%	19675000	-909.2971581699669	295.4597964138386	1.14e+03	3:22:13
19.7%	19680000	-858.5042928138648	272.24015108636377	1.14e+03	3:22:13
19.7%	19685000	-816.856565936635	294.26945573956294	1.14e+03	3:22:13
19.7%	19690000	-859.8074260266203	291.98321333111176	1.14e+03	3:22:12
19.7%	19695000	-862.1924125252817	332.25378284021565	1.14e+03	3:22:11
19.7%	19700000	-798.7434168396742	283.5827108882802	1.14e+03	3:22:11
19.7%	19705000	-789.8243873496239	306.73251901635314	1.14e+03	3:22:10
19.7%	19710000	-887.9408119019434	336.14938911935405	1.14e+03	3:22:10
19.7%	19715000	-799.3557287689491	322.13046414452447	1.14e+03	3:22:09
19.7%	19720000	-864.4276855250334	280.34463903627585	1.14e+03	3:22:08
19.7%	19725000	-857.3290219131289	309.12748524660043	1.14e+03	3:22:07
19.7%	19730000	-816.5638450828881	299.3065629469938	1.14e+03	3:22:07
19.7%	19735000	-862.6529596575897	289.39629400307655	1.14e+03	3:22:06
19.7%	19740000	-835.1035042510019	298.2938904888102	1.14e+03	3:22:05
19.7%	19745000	-872.8897491246264	272.1837059635517	1.14e+03	3:22:05
19.8%	19750000	-831.6621159680606	306.87497103104226	1.14e+03	3:22:05
19.8%	19755000	-824.915355589828	307.3915414519972	1.14e+03	3:22:05
19.8%	19760000	-874.2116563880704	286.30083950004024	1.14e+03	3:22:04
19.8%	19765000	-810.9242000939118	295.50933056379324	1.14e+03	3:22:04
19.8%	19770000	-827.0814041591784	313.0501732806205	1.14e+03	3:22:04
19.8%	19775000	-754.8714323535077	314.41732243273816	1.14e+03	3:22:03
19.8%	19780000	-828.1138606167657	297.7197506719467	1.14e+03	3:22:03
19.8%	19785000	-759.8088968059919	305.47095233473283	1.14e+03	3:22:03
19.8%	19790000	-840.5229662059623	291.704327469485	1.14e+03	3:22:02
19.8%	19795000	-849.2749325233826	265.64304882392133	1.14e+03	3:22:02
19.8%	19800000	-845.7766767777503	321.20098789547677	1.14e+03	3:22:02
19.8%	19805000	-886.3083153963089	270.0354846111155	1.14e+03	3:22:01
19.8%	19810000	-873.2917380854487	272.24835166659653	1.14e+03	3:22:01
19.8%	19815000	-813.8433323316802	315.04813884040414	1.14e+03	3:22:01
19.8%	19820000	-874.3791899885206	328.73837926880606	1.14e+03	3:22:01
19.8%	19825000	-821.9060571528457	291.21798015471063	1.14e+03	3:22:00
19.8%	19830000	-827.6063016151635	292.3290265088321	1.14e+03	3:22:00
19.8%	19835000	-778.6362459766607	307.2853307112401	1.14e+03	3:21:59
19.8%	19840000	-894.9927818914882	288.48834427713996	1.14e+03	3:22:00
19.8%	19845000	-875.6704679066199	287.4063306223911	1.14e+03	3:22:00
19.9%	19850000	-849.9171948613443	318.92975783954864	1.14e+03	3:21:59
19.9%	19855000	-780.8267206212231	272.923361927009	1.14e+03	3:21:59
19.9%	19860000	-812.923560310916	315.16899819827063	1.14e+03	3:21:58
19.9%	19865000	-835.4038097662328	266.47375437476177	1.14e+03	3:21:58
19.9%	19870000	-857.9727713471443	308.07304934956994	1.14e+03	3:21:58
19.9%	19875000	-850.8415521125453	261.21691791069	1.14e+03	3:21:57
19.9%	19880000	-756.9362232523837	307.61368458910994	1.14e+03	3:21:57
19.9%	19885000	-791.6883517130744	322.90611338049547	1.14e+03	3:21:56
19.9%	19890000	-869.728778198345	312.0262250246168	1.14e+03	3:21:56
19.9%	19895000	-867.6753353309218	280.2819773445777	1.14e+03	3:21:56
19.9%	19900000	-830.566532892478	285.4940743527826	1.14e+03	3:21:55
19.9%	19905000	-817.8919300264438	317.1955335214458	1.14e+03	3:21:55
19.9%	19910000	-827.4185264431177	307.46124638397606	1.14e+03	3:21:55
19.9%	19915000	-872.7820825558862	295.0956972648734	1.14e+03	3:21:55
19.9%	19920000	-805.8552827149781	308.56895298566394	1.14e+03	3:21:54
19.9%	19925000	-846.7787323765261	287.94575024068826	1.14e+03	3:21:55
19.9%	19930000	-820.5763666449559	260.8671697771321	1.14e+03	3:21:54
19.9%	19935000	-892.9990841302998	288.60368147009166	1.14e+03	3:21:55
19.9%	19940000	-823.7404119415368	288.85221195811476	1.14e+03	3:21:54
19.9%	19945000	-859.0352330691662	270.5140116144985	1.14e+03	3:21:54
19.9%	19950000	-836.0499541462121	337.41122033582053	1.14e+03	3:21:54
20.0%	19955000	-827.3171674569719	274.912052233747	1.14e+03	3:21:53
20.0%	19960000	-833.1224478839786	298.52059685202016	1.14e+03	3:21:53
20.0%	19965000	-856.1991816642059	307.4155149224359	1.14e+03	3:21:53
20.0%	19970000	-846.4907154506641	304.46099135872294	1.14e+03	3:21:52
20.0%	19975000	-821.127235052171	277.62412961089984	1.14e+03	3:21:52
20.0%	19980000	-763.309928791577	310.56920015849613	1.14e+03	3:21:51
20.0%	19985000	-857.5938537912629	324.41429267250385	1.14e+03	3:21:50
20.0%	19990000	-833.9678197986641	338.33100799612544	1.14e+03	3:21:50
20.0%	19995000	-832.6378223848768	281.58193464575555	1.14e+03	3:21:49
20.0%	20000000	-870.4459764888841	285.8764594729928	1.14e+03	3:21:48
20.0%	20005000	-848.7489079817542	296.20608228187933	1.14e+03	3:21:48
20.0%	20010000	-908.6400915509254	322.2895157208139	1.14e+03	3:21:47
20.0%	20015000	-860.3586069012813	307.5866689679398	1.14e+03	3:21:46
20.0%	20020000	-794.7605939025437	328.0404040770562	1.14e+03	3:21:46
20.0%	20025000	-871.7991574383492	304.10535732483675	1.14e+03	3:21:45
20.0%	20030000	-824.27728939913	308.75115136099754	1.14e+03	3:21:44
20.0%	20035000	-802.063844287719	298.6496567901195	1.14e+03	3:21:44
20.0%	20040000	-833.7614892318421	292.91996428843044	1.14e+03	3:21:43
20.0%	20045000	-868.5661099792926	319.177660057312	1.14e+03	3:21:43
20.1%	20050000	-870.6482064655693	275.65463461394063	1.14e+03	3:21:42
20.1%	20055000	-835.7676061342411	275.52524400728356	1.14e+03	3:21:41
20.1%	20060000	-729.9548123363425	323.41428482008297	1.14e+03	3:21:41
20.1%	20065000	-833.99405004684	287.4380417370817	1.14e+03	3:21:40
20.1%	20070000	-878.2314944606319	300.08221218296484	1.14e+03	3:21:39
20.1%	20075000	-778.6641335012321	278.19311099826194	1.14e+03	3:21:39
20.1%	20080000	-852.8630418773027	296.9849720697166	1.14e+03	3:21:38
20.1%	20085000	-877.4664118981672	274.27336591440604	1.14e+03	3:21:37
20.1%	20090000	-823.0380259616577	253.56526401722178	1.14e+03	3:21:37
20.1%	20095000	-854.7665647906699	284.4258165100372	1.14e+03	3:21:36
20.1%	20100000	-781.9741525346415	291.61488162460705	1.14e+03	3:21:36
20.1%	20105000	-808.2676774751225	319.8663434625884	1.14e+03	3:21:35
20.1%	20110000	-834.4197327674374	319.89101133699836	1.14e+03	3:21:34
20.1%	20115000	-819.7877232343474	320.57635498984126	1.14e+03	3:21:34
20.1%	20120000	-769.0014036741625	332.5561792363002	1.14e+03	3:21:33
20.1%	20125000	-852.000221105692	262.8239009677612	1.14e+03	3:21:32
20.1%	20130000	-809.8769472913349	298.0832215506522	1.14e+03	3:21:32
20.1%	20135000	-781.9882816890462	299.69589210691714	1.14e+03	3:21:31
20.1%	20140000	-889.4751051231826	330.2675229473773	1.14e+03	3:21:31
20.1%	20145000	-763.7856258856915	303.9773885929781	1.14e+03	3:21:30
20.1%	20150000	-801.3463164309035	306.17276328175285	1.14e+03	3:21:29
20.2%	20155000	-839.841625318297	253.14652188908437	1.14e+03	3:21:29
20.2%	20160000	-851.5543866258076	288.6617468688368	1.14e+03	3:21:28
20.2%	20165000	-885.4711159581768	301.3696702126589	1.14e+03	3:21:27
20.2%	20170000	-824.3129737389294	289.2094001342225	1.14e+03	3:21:27
20.2%	20175000	-829.2832948388691	333.220293967734	1.14e+03	3:21:26
20.2%	20180000	-839.6875079351692	292.7511579896867	1.14e+03	3:21:25
