#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
71.3%	71350000	-910.752330157821	291.06134245889297	1.14e+03	1:12:15
71.4%	71355000	-926.9905743977067	303.9612189005029	1.14e+03	1:12:15
71.4%	71360000	-941.4418336056648	279.6121420470943	1.14e+03	1:12:14
71.4%	71365000	-865.2755282876077	302.22246442315867	1.14e+03	1:12:13
71.4%	71370000	-888.5031750115314	315.57829973908355	1.14e+03	1:12:12
71.4%	71375000	-831.9057044717954	307.3363528697047	1.14e+03	1:12:12
71.4%	71380000	-881.720669812993	303.0210289901835	1.14e+03	1:12:11
71.4%	71385000	-869.2741028370718	282.91525640441284	1.14e+03	1:12:10
71.4%	71390000	-879.4696932753029	324.67843071645393	1.14e+03	1:12:09
71.4%	71395000	-890.2725207499261	311.23318262250683	1.14e+03	1:12:09
71.4%	71400000	-900.3540883373606	274.2355870316803	1.14e+03	1:12:08
71.4%	71405000	-887.6914384657083	310.7117844406084	1.14e+03	1:12:07
71.4%	71410000	-870.7784395931075	330.62477725719657	1.14e+03	1:12:06
71.4%	71415000	-986.0913256279125	304.1217584853024	1.14e+03	1:12:06
71.4%	71420000	-945.8051962333526	283.55688567391803	1.14e+03	1:12:05
71.4%	71425000	-869.3159804076196	335.26306511709595	1.14e+03	1:12:04
71.4%	71430000	-845.9237990741157	263.09012222362526	1.14e+03	1:12:03
71.4%	71435000	-892.0352771207149	281.74462357618046	1.14e+03	1:12:03
71.4%	71440000	-936.8709443303372	332.0508515463096	1.14e+03	1:12:02
71.4%	71445000	-887.4690837375199	308.626588515284	1.14e+03	1:12:01
71.5%	71450000	-940.3201003416518	327.94107124230084	1.14e+03	1:12:00
71.5%	71455000	-861.4619062600782	302.80688803216884	1.14e+03	1:12:00
71.5%	71460000	-860.3401128546318	300.630692119745	1.14e+03	1:11:59
71.5%	71465000	-856.7986045195864	272.6765674489142	1.14e+03	1:11:58
71.5%	71470000	-886.9925970032496	304.6293347214858	1.14e+03	1:11:57
71.5%	71475000	-879.4931233038596	266.73719801474056	1.14e+03	1:11:56
71.5%	71480000	-867.0476194682351	307.5451700639391	1.14e+03	1:11:56
71.5%	71485000	-900.0259807564348	347.59369563649756	1.14e+03	1:11:55
71.5%	71490000	-936.5162479284426	282.76103258906693	1.14e+03	1:11:54
71.5%	71495000	-828.8566326725047	284.59697055554113	1.14e+03	1:11:53
71.5%	71500000	-842.0344234318231	305.75509582642826	1.14e+03	1:11:53
71.5%	71505000	-947.4634787622775	276.33442303501295	1.14e+03	1:11:52
71.5%	71510000	-768.3420672205593	314.61724464276847	1.14e+03	1:11:51
71.5%	71515000	-907.0533970984412	292.05371186762926	1.14e+03	1:11:50
71.5%	71520000	-909.5574588630468	279.5431976527984	1.14e+03	1:11:50
71.5%	71525000	-903.8139696710709	292.8468204034508	1.14e+03	1:11:49
71.5%	71530000	-872.5321305406826	318.9642796369803	1.14e+03	1:11:48
71.5%	71535000	-865.6300735202158	281.05580790348097	1.14e+03	1:11:47
71.5%	71540000	-923.210198816413	303.6841517159439	1.14e+03	1:11:47
71.5%	71545000	-806.9885937326214	275.09403567451807	1.14e+03	1:11:46
71.5%	71550000	-880.5928096365255	310.41186805870717	1.14e+03	1:11:45
71.6%	71555000	-868.9490532934266	316.0963251016927	1.14e+03	1:11:44
71.6%	71560000	-837.2036373068763	309.8074059350958	1.14e+03	1:11:44
71.6%	71565000	-806.339630111577	310.20791169227203	1.14e+03	1:11:43
71.6%	71570000	-843.088324149597	300.6472255476337	1.14e+03	1:11:42
71.6%	71575000	-886.8204667560074	285.9517196367422	1.14e+03	1:11:41
71.6%	71580000	-886.6043719094629	308.9292825130706	1.14e+03	1:11:41
71.6%	71585000	-830.7514210146295	285.1386056531753	1.14e+03	1:11:40
71.6%	71590000	-854.8976489031081	306.4187806887369	1.14e+03	1:11:39
71.6%	71595000	-872.8157880145545	327.19038748244174	1.14e+03	1:11:38
71.6%	71600000	-846.9137641453385	287.28173470982176	1.14e+03	1:11:38
71.6%	71605000	-815.2723548053991	311.840786097417	1.14e+03	1:11:37
71.6%	71610000	-841.6983885170274	275.8940386497692	1.14e+03	1:11:36
71.6%	71615000	-908.6092839516715	308.9041517026797	1.14e+03	1:11:35
71.6%	71620000	-875.4644793554569	311.1754148254637	1.14e+03	1:11:34
71.6%	71625000	-845.1450831541596	253.74384157184775	1.14e+03	1:11:34
71.6%	71630000	-828.2027974991029	328.8659511983954	1.14e+03	1:11:33
71.6%	71635000	-950.1849757183513	284.0956770219554	1.14e+03	1:11:32
71.6%	71640000	-886.7268881821121	300.77334253556876	1.14e+03	1:11:31
71.6%	71645000	-853.3411405259227	293.59581775366524	1.14e+03	1:11:31
71.7%	71650000	-788.7709262782535	284.2802562109049	1.14e+03	1:11:30
71.7%	71655000	-927.1740718671132	308.50066992848355	1.14e+03	1:11:29
71.7%	71660000	-898.0079291935778	296.56122031292887	1.14e+03	1:11:28
71.7%	71665000	-854.6694759012673	277.155092795125	1.14e+03	1:11:28
71.7%	71670000	-861.3446020208304	289.7560613939349	1.14e+03	1:11:27
71.7%	71675000	-894.7093534081588	276.7470808616873	1.14e+03	1:11:26
71.7%	71680000	-892.2019315880909	325.0669662718386	1.14e+03	1:11:25
71.7%	71685000	-973.1296798021049	276.2156634224883	1.14e+03	1:11:25
71.7%	71690000	-843.4938212676055	318.461134359471	1.14e+03	1:11:24
71.7%	71695000	-844.0150758838753	254.97627635352816	1.14e+03	1:11:23
71.7%	71700000	-867.9048824921655	298.27282690167993	1.14e+03	1:11:22
71.7%	71705000	-913.4357244960411	292.98923935128414	1.14e+03	1:11:22
71.7%	71710000	-960.4982821615831	334.50447837870604	1.14e+03	1:11:21
71.7%	71715000	-870.08699386646	307.8550395694293	1.14e+03	1:11:20
71.7%	71720000	-816.8585069651654	309.55007966343595	1.14e+03	1:11:19
71.7%	71725000	-906.739044665605	312.3298779612209	1.14e+03	1:11:19
71.7%	71730000	-890.498492279264	284.67137098104035	1.14e+03	1:11:18
71.7%	71735000	-815.5077468247456	269.6385831412191	1.14e+03	1:11:17
71.7%	71740000	-836.1444248239973	295.86215391493835	1.14e+03	1:11:16
71.7%	71745000	-898.262203536023	289.3763877558985	1.14e+03	1:11:16
71.8%	71750000	-899.4655960349091	271.97913786028465	1.14e+03	1:11:15
71.8%	71755000	-844.1470565577566	279.48030449310977	1.14e+03	1:11:14
71.8%	71760000	-862.017799024647	322.56506183000715	1.14e+03	1:11:13
71.8%	71765000	-889.2060850315133	280.4524039192545	1.14e+03	1:11:12
71.8%	71770000	-922.7274722293516	286.7129186567385	1.14e+03	1:11:12
71.8%	71775000	-948.3210916607239	273.9474920507196	1.14e+03	1:11:11
71.8%	71780000	-855.3913410894115	278.99438704746046	1.14e+03	1:11:10
71.8%	71785000	-895.1790954885405	281.3533434717662	1.14e+03	1:11:09
71.8%	71790000	-858.0638251795352	310.3627637778777	1.14e+03	1:11:09
71.8%	71795000	-805.990796119057	292.2072412790038	1.14e+03	1:11:08
71.8%	71800000	-875.8619753403477	263.7585025794544	1.14e+03	1:11:07
71.8%	71805000	-899.374551777313	292.9356049112132	1.14e+03	1:11:06
71.8%	71810000	-841.5484093326211	301.98544120094607	1.14e+03	1:11:06
71.8%	71815000	-897.4906570013432	331.41781965930653	1.14e+03	1:11:05
71.8%	71820000	-888.7833134232072	319.78837181666523	1.14e+03	1:11:04
71.8%	71825000	-842.4444055263822	281.69274167946566	1.14e+03	1:11:03
71.8%	71830000	-856.1612275292541	317.4325567436584	1.14e+03	1:11:03
71.8%	71835000	-889.4990156250328	301.16554851194485	1.14e+03	1:11:02
71.8%	71840000	-883.9426693289801	297.36157049016566	1.14e+03	1:11:01
71.8%	71845000	-992.6537351789988	276.1286645249379	1.14e+03	1:11:00
71.8%	71850000	-940.4498973653375	277.4212644507053	1.14e+03	1:11:00
71.9%	71855000	-904.5328627994016	304.16216618306237	1.14e+03	1:10:59
71.9%	71860000	-833.157566377586	283.50814512850206	1.14e+03	1:10:58
71.9%	71865000	-911.2816637738046	299.30137145063674	1.14e+03	1:10:57
71.9%	71870000	-892.5562837998979	274.7969961090694	1.14e+03	1:10:57
71.9%	71875000	-919.8252177250553	290.743702242295	1.14e+03	1:10:56
71.9%	71880000	-882.491971300174	304.0698765885876	1.14e+03	1:10:55
71.9%	71885000	-895.790273694642	299.4282489762547	1.14e+03	1:10:54
71.9%	71890000	-912.0411966163479	298.35073241389154	1.14e+03	1:10:54
71.9%	71895000	-913.6257931403541	283.4014383849083	1.14e+03	1:10:53
71.9%	71900000	-831.0018992440416	320.0983735895786	1.14e+03	1:10:52
71.9%	71905000	-840.997091076781	293.6834118546196	1.14e+03	1:10:51
71.9%	71910000	-852.7028525424844	286.5553220221033	1.14e+03	1:10:50
71.9%	71915000	-879.9039231007862	300.213520667257	1.14e+03	1:10:50
71.9%	71920000	-896.4330663071509	307.3836715403222	1.14e+03	1:10:49
71.9%	71925000	-932.1999947854177	283.4375143245615	1.14e+03	1:10:48
71.9%	71930000	-846.0783606206383	314.48385294656237	1.14e+03	1:10:47
71.9%	71935000	-785.8921579513591	319.7196919572155	1.14e+03	1:10:47
71.9%	71940000	-856.678045575018	300.4190973096252	1.14e+03	1:10:46
71.9%	71945000	-869.863235283213	289.09879150164704	1.14e+03	1:10:45
72.0%	71950000	-923.6315590388745	277.86941954705674	1.14e+03	1:10:44
72.0%	71955000	-907.6455949241505	279.1559186379332	1.14e+03	1:10:44
72.0%	71960000	-813.9538127055869	275.9570475434531	1.14e+03	1:10:43
72.0%	71965000	-890.7590826499573	276.53340283965355	1.14e+03	1:10:42
72.0%	71970000	-903.0970077653425	293.13205510138687	1.14e+03	1:10:41
72.0%	71975000	-896.5564906787812	275.9982819126075	1.14e+03	1:10:41
72.0%	71980000	-895.7873834212153	267.52303184229106	1.14e+03	1:10:40
72.0%	71985000	-917.1076651774392	328.17538298233967	1.14e+03	1:10:39
72.0%	71990000	-840.8610691493373	299.3183678145063	1.14e+03	1:10:38
72.0%	71995000	-901.1031219097758	281.4419957121055	1.14e+03	1:10:38
72.0%	72000000	-860.4049569218535	311.40820549013677	1.14e+03	1:10:37
72.0%	72005000	-869.7826053235915	296.3023729659032	1.14e+03	1:10:36
72.0%	72010000	-866.9526663166741	328.53653918114065	1.14e+03	1:10:35
72.0%	72015000	-844.659326914412	293.32179271983773	1.14e+03	1:10:35
72.0%	72020000	-923.9723102911122	302.0355705543046	1.14e+03	1:10:34
72.0%	72025000	-815.6272792795395	294.1088169541962	1.14e+03	1:10:33
72.0%	72030000	-882.6277639935029	265.46891876139745	1.14e+03	1:10:32
72.0%	72035000	-920.0264836454401	282.45926446324216	1.14e+03	1:10:32
72.0%	72040000	-832.306852415129	322.47693865936026	1.14e+03	1:10:31
72.0%	72045000	-921.3590014474731	305.09670166104394	1.14e+03	1:10:30
72.0%	72050000	-864.9373838562	280.67137263821263	1.14e+03	1:10:29
72.1%	72055000	-906.1954146139333	343.56307738521997	1.14e+03	1:10:28
72.1%	72060000	-931.0951757838898	308.04646359752485	1.14e+03	1:10:28
72.1%	72065000	-893.3549365101393	306.883039343852	1.14e+03	1:10:27
72.1%	72070000	-959.2426499383605	316.28606272014355	1.14e+03	1:10:26
72.1%	72075000	-856.6774923019653	303.3826481249653	1.14e+03	1:10:25
72.1%	72080000	-872.9941435535993	301.0243530377752	1.14e+03	1:10:25
72.1%	72085000	-939.2898003139502	301.7939841059948	1.14e+03	1:10:24
72.1%	72090000	-902.1564076237455	300.64904422470147	1.14e+03	1:10:23
72.1%	72095000	-858.4674258995237	303.7568326649427	1.14e+03	1:10:22
72.1%	72100000	-831.5167190158611	303.31125678334195	1.14e+03	1:10:22
72.1%	72105000	-932.4932458020186	292.8507884261441	1.14e+03	1:10:21
72.1%	72110000	-842.8306624078501	305.41741709522915	1.14e+03	1:10:20
72.1%	72115000	-883.2936557753201	279.23928018134814	1.14e+03	1:10:19
72.1%	72120000	-862.8379893279057	313.9537912484502	1.14e+03	1:10:19
72.1%	72125000	-819.3703703338815	292.2148466558326	1.14e+03	1:10:18
72.1%	72130000	-935.1599267344274	302.0779953302671	1.14e+03	1:10:17
72.1%	72135000	-856.714862525441	316.05902568837575	1.14e+03	1:10:16
72.1%	72140000	-900.3957286519608	285.6270361798637	1.14e+03	1:10:16
72.1%	72145000	-903.2831885837206	239.2025594763022	1.14e+03	1:10:15
72.2%	72150000	-885.3975190094138	311.4646506129488	1.14e+03	1:10:14
72.2%	72155000	-876.843973749605	315.8458106023229	1.14e+03	1:10:13
72.2%	72160000	-890.6700965476259	292.98715613937014	1.14e+03	1:10:13
72.2%	72165000	-839.5377697184065	288.1537407635282	1.14e+03	1:10:12
72.2%	72170000	-896.9703874924157	308.6339293572666	1.14e+03	1:10:11
72.2%	72175000	-837.8135273379908	292.51982226666786	1.14e+03	1:10:10
72.2%	72180000	-916.6235429957263	300.9637084242794	1.14e+03	1:10:10
72.2%	72185000	-911.5966023079685	300.38242616656805	1.14e+03	1:10:09
72.2%	72190000	-912.6092037896312	316.5415703147357	1.14e+03	1:10:08
72.2%	72195000	-845.3372272954527	299.16378026374684	1.14e+03	1:10:07
72.2%	72200000	-855.7570875641063	251.08348075713081	1.14e+03	1:10:06
72.2%	72205000	-850.0286723832093	311.394052875864	1.14e+03	1:10:06
72.2%	72210000	-900.899989270377	315.6616282156426	1.14e+03	1:10:05
72.2%	72215000	-853.5101297701652	297.7666394734391	1.14e+03	1:10:04
72.2%	72220000	-915.7394927484702	321.6568475692244	1.14e+03	1:10:03
72.2%	72225000	-858.8825009758172	287.82396501086	1.14e+03	1:10:03
72.2%	72230000	-862.5272103417886	285.3151165293152	1.14e+03	1:10:02
72.2%	72235000	-839.2385644867907	309.2075731712934	1.14e+03	1:10:01
72.2%	72240000	-937.9953892190351	287.56323285305496	1.14e+03	1:10:00
72.2%	72245000	-813.9414376061554	312.7690058059451	1.14e+03	1:10:00
72.2%	72250000	-975.9602753009156	295.22145051739494	1.14e+03	1:09:59
72.3%	72255000	-887.4047337549184	306.9437500910593	1.14e+03	1:09:58
72.3%	72260000	-883.2360547885337	262.70358721301506	1.14e+03	1:09:57
72.3%	72265000	-843.3643383506953	276.75751345468507	1.14e+03	1:09:57
72.3%	72270000	-761.3505034396078	323.9196455769293	1.14e+03	1:09:56
72.3%	72275000	-911.721593373394	307.88390693452305	1.14e+03	1:09:55
72.3%	72280000	-823.9126793358168	316.5557229290084	1.14e+03	1:09:54
72.3%	72285000	-898.1716685153725	310.3582336186362	1.14e+03	1:09:54
72.3%	72290000	-880.141318962562	336.8098003629408	1.14e+03	1:09:53
72.3%	72295000	-882.4086226831358	276.6659513310374	1.14e+03	1:09:52
72.3%	72300000	-915.8815535528598	320.32937864403965	1.14e+03	1:09:51
72.3%	72305000	-857.5733934885416	314.6710774839741	1.14e+03	1:09:51
72.3%	72310000	-872.569883557744	283.9501167228231	1.14e+03	1:09:50
72.3%	72315000	-859.8388016923002	271.03359111932923	1.14e+03	1:09:49
72.3%	72320000	-849.27317646162	291.67129368056334	1.14e+03	1:09:48
72.3%	72325000	-894.7119427130648	320.72641238135924	1.14e+03	1:09:48
72.3%	72330000	-841.577924177344	322.8092936267792	1.14e+03	1:09:47
72.3%	72335000	-898.2871075327939	309.1602214338201	1.14e+03	1:09:46
72.3%	72340000	-908.1087276701755	289.228942645987	1.14e+03	1:09:45
72.3%	72345000	-857.7380807065394	295.7623581442021	1.14e+03	1:09:45
72.3%	72350000	-832.236149944926	319.8144284990179	1.14e+03	1:09:44
72.4%	72355000	-882.2684989907826	277.7279595380409	1.14e+03	1:09:43
72.4%	72360000	-830.0064842159392	303.42530436891826	1.14e+03	1:09:42
72.4%	72365000	-820.0341653427829	309.4749848339654	1.14e+03	1:09:41
72.4%	72370000	-834.5480411144797	300.29734514665273	1.14e+03	1:09:41
72.4%	72375000	-881.3175537841404	280.19471391218104	1.14e+03	1:09:40
72.4%	72380000	-907.6342222501203	307.55452798412415	1.14e+03	1:09:39
72.4%	72385000	-871.8326633473139	347.53235661903045	1.14e+03	1:09:38
72.4%	72390000	-798.4165212070614	303.2605983602909	1.14e+03	1:09:38
72.4%	72395000	-863.544546316309	263.18361875833597	1.14e+03	1:09:37
72.4%	72400000	-949.5788204800798	303.8137076568799	1.14e+03	1:09:36
72.4%	72405000	-901.7876215102573	333.62099812604487	1.14e+03	1:09:35
72.4%	72410000	-859.4901597844737	265.4419362070831	1.14e+03	1:09:35
72.4%	72415000	-892.7114608288366	315.7455849624615	1.14e+03	1:09:34
72.4%	72420000	-870.8573550886756	285.08745122728766	1.14e+03	1:09:33
72.4%	72425000	-912.2271194011395	264.0007999651635	1.14e+03	1:09:32
72.4%	72430000	-856.9410838844115	296.52511130641994	1.14e+03	1:09:32
72.4%	72435000	-910.5316176716925	305.755128893284	1.14e+03	1:09:31
72.4%	72440000	-821.8629433784913	315.41144438483065	1.14e+03	1:09:30
72.4%	72445000	-898.1464580956051	294.30222499363833	1.14e+03	1:09:29
72.5%	72450000	-847.403991996126	333.72866380845613	1.14e+03	1:09:29
72.5%	72455000	-881.5978157879081	301.85843140790496	1.14e+03	1:09:28
72.5%	72460000	-833.859549097215	292.32128886458014	1.14e+03	1:09:27
72.5%	72465000	-878.7010615417894	295.8129504335416	1.14e+03	1:09:26
72.5%	72470000	-876.4427335261298	303.356558375757	1.14e+03	1:09:26
72.5%	72475000	-838.5875569069541	283.3799118617972	1.14e+03	1:09:25
72.5%	72480000	-900.9294720521204	278.7075651404472	1.14e+03	1:09:24
72.5%	72485000	-909.1468530920275	317.8619959996398	1.14e+03	1:09:23
72.5%	72490000	-806.0031828715914	290.2649603043495	1.14e+03	1:09:23
72.5%	72495000	-867.9467990179036	294.5413314277649	1.14e+03	1:09:22
72.5%	72500000	-878.8526827975286	298.0543872524143	1.14e+03	1:09:21
72.5%	72505000	-880.6930550990098	311.1616590134603	1.14e+03	1:09:20
72.5%	72510000	-881.7163243725797	290.59136323772844	1.14e+03	1:09:19
72.5%	72515000	-856.4839247548693	294.9444825334033	1.14e+03	1:09:19
72.5%	72520000	-878.9226456677961	269.1072318357316	1.14e+03	1:09:18
72.5%	72525000	-864.8120665200995	305.39007080550124	1.14e+03	1:09:17
72.5%	72530000	-854.1873268557543	275.7117906741519	1.14e+03	1:09:16
72.5%	72535000	-924.2750572505283	300.86983162072727	1.14e+03	1:09:16
72.5%	72540000	-910.4426015933437	277.5961219840563	1.14e+03	1:09:15
72.5%	72545000	-913.3401750314976	301.0807981605872	1.14e+03	1:09:14
72.5%	72550000	-947.7187671797069	309.5657864199302	1.14e+03	1:09:13
72.6%	72555000	-869.1376395049276	311.6464521860131	1.14e+03	1:09:13
72.6%	72560000	-851.936258095518	297.42472818470054	1.14e+03	1:09:12
72.6%	72565000	-886.3986537077488	308.59914302498873	1.14e+03	1:09:11
72.6%	72570000	-843.2784440829578	284.037942291768	1.14e+03	1:09:10
72.6%	72575000	-906.0891393606898	286.01418292730574	1.14e+03	1:09:10
72.6%	72580000	-828.6367788602176	288.9771385392419	1.14e+03	1:09:09
72.6%	72585000	-875.948585669225	290.4795311314892	1.14e+03	1:09:08
72.6%	72590000	-868.6755984396689	294.97249016024676	1.14e+03	1:09:07
72.6%	72595000	-820.1840741675338	338.40692949699036	1.14e+03	1:09:07
72.6%	72600000	-884.5068319918869	279.15925839036674	1.14e+03	1:09:06
72.6%	72605000	-905.4877775893543	300.1136256959534	1.14e+03	1:09:05
72.6%	72610000	-882.8628192499884	310.6801394596294	1.14e+03	1:09:04
72.6%	72615000	-859.375966276127	326.07815072151226	1.14e+03	1:09:04
72.6%	72620000	-842.7598583096909	287.60440108849787	1.14e+03	1:09:03
72.6%	72625000	-918.5335622276061	313.6243792311955	1.14e+03	1:09:02
72.6%	72630000	-926.553365559148	299.02880135846345	1.14e+03	1:09:01
72.6%	72635000	-884.2159566196501	305.3860366490964	1.14e+03	1:09:01
72.6%	72640000	-889.2227635125657	287.89492648335835	1.14e+03	1:09:00
72.6%	72645000	-863.4801002155175	272.9346211914012	1.14e+03	1:08:59
72.7%	72650000	-900.8880005793138	291.52692378823906	1.14e+03	1:08:58
72.7%	72655000	-853.4929366529358	307.95301666309786	1.14e+03	1:08:57
72.7%	72660000	-896.8867062713715	316.7622585101942	1.14e+03	1:08:57
72.7%	72665000	-857.6980092461242	334.66336462071655	1.14e+03	1:08:56
72.7%	72670000	-861.7877294386358	320.9228295046771	1.14e+03	1:08:55
72.7%	72675000	-881.5982287438076	329.7529365377691	1.14e+03	1:08:54
72.7%	72680000	-849.1835772524533	288.32115825432936	1.14e+03	1:08:54
72.7%	72685000	-790.8029860025924	285.48084761047164	1.14e+03	1:08:53
72.7%	72690000	-837.3733695305775	312.2697954842733	1.14e+03	1:08:52
72.7%	72695000	-888.9791324470477	355.0933907942406	1.14e+03	1:08:51
72.7%	72700000	-851.104913401639	296.80571664454715	1.14e+03	1:08:51
72.7%	72705000	-901.6877991368868	314.4311443784531	1.14e+03	1:08:50
72.7%	72710000	-870.8231810647419	339.16128367784074	1.14e+03	1:08:49
72.7%	72715000	-890.512939924626	291.3186687305529	1.14e+03	1:08:48
72.7%	72720000	-937.7999428699694	278.38734570909855	1.14e+03	1:08:48
72.7%	72725000	-832.4373329224577	267.88074908809125	1.14e+03	1:08:47
72.7%	72730000	-853.1919991344723	315.6269741507879	1.14e+03	1:08:46
72.7%	72735000	-973.8719264254455	282.30067582293367	1.14e+03	1:08:45
72.7%	72740000	-916.3666560311547	325.84701339962805	1.14e+03	1:08:45
72.7%	72745000	-906.1077891548473	292.9919508334579	1.14e+03	1:08:44
72.8%	72750000	-855.8770132960508	326.6037814609502	1.14e+03	1:08:43
72.8%	72755000	-906.2494343201635	313.71147732931325	1.14e+03	1:08:42
72.8%	72760000	-891.7630037680713	300.75978512470004	1.14e+03	1:08:42
72.8%	72765000	-864.9738368187412	305.9180823585552	1.14e+03	1:08:41
72.8%	72770000	-903.3491646172862	315.0797838213831	1.14e+03	1:08:40
72.8%	72775000	-903.6056045696214	326.7637589092014	1.14e+03	1:08:39
72.8%	72780000	-921.352969074627	280.64786210375485	1.14e+03	1:08:39
72.8%	72785000	-874.5392680745035	320.34118351155223	1.14e+03	1:08:38
72.8%	72790000	-900.4893995474902	297.7592986314565	1.14e+03	1:08:37
72.8%	72795000	-802.0718971516937	326.9783628031969	1.14e+03	1:08:36
72.8%	72800000	-875.2142502776211	301.2183562806214	1.14e+03	1:08:35
72.8%	72805000	-952.8090219251685	266.7842521505118	1.14e+03	1:08:35
72.8%	72810000	-865.2386430468415	313.7204384472289	1.14e+03	1:08:34
72.8%	72815000	-870.2363333762873	340.2686926778267	1.14e+03	1:08:33
72.8%	72820000	-898.5475750845137	274.0534217232025	1.14e+03	1:08:32
72.8%	72825000	-894.88574179013	265.82670214090916	1.14e+03	1:08:32
72.8%	72830000	-957.0140957953884	306.8377377514369	1.14e+03	1:08:31
72.8%	72835000	-824.0342375843018	273.2109609051332	1.14e+03	1:08:30
72.8%	72840000	-823.5583944888589	311.82197105647964	1.14e+03	1:08:29
72.8%	72845000	-890.1375139273944	286.87339210782636	1.14e+03	1:08:29
72.8%	72850000	-897.8032554184657	285.10692760534056	1.14e+03	1:08:28
72.9%	72855000	-911.431739866231	271.28852004394525	1.14e+03	1:08:27
72.9%	72860000	-879.948694132509	332.8529212000468	1.14e+03	1:08:26
72.9%	72865000	-854.5626050098638	281.33919085749346	1.14e+03	1:08:26
72.9%	72870000	-907.5223953158711	273.8441250595593	1.14e+03	1:08:25
72.9%	72875000	-851.9882034711984	280.3679181027432	1.14e+03	1:08:24
72.9%	72880000	-939.8007896586327	310.21948509179407	1.14e+03	1:08:23
72.9%	72885000	-908.399868640922	302.69584953046825	1.14e+03	1:08:23
72.9%	72890000	-894.779825440887	262.62068860558105	1.14e+03	1:08:22
72.9%	72895000	-937.1104853804214	299.55119154603517	1.14e+03	1:08:21
72.9%	72900000	-836.9525366632774	300.047128248985	1.14e+03	1:08:20
72.9%	72905000	-887.169186896047	302.3091987858628	1.14e+03	1:08:20
72.9%	72910000	-813.7590669998712	306.6833486018121	1.14e+03	1:08:19
72.9%	72915000	-817.2864445106483	330.6630356093311	1.14e+03	1:08:18
72.9%	72920000	-827.7736491680873	273.68075825859097	1.14e+03	1:08:17
72.9%	72925000	-931.0410367567192	288.6976574742111	1.14e+03	1:08:17
72.9%	72930000	-872.3290209961009	266.10662960849294	1.14e+03	1:08:16
72.9%	72935000	-883.7822249052874	300.53899772867413	1.14e+03	1:08:15
72.9%	72940000	-836.0651323088366	334.7039707196113	1.14e+03	1:08:14
72.9%	72945000	-815.0086377544721	341.53478951868857	1.14e+03	1:08:13
73.0%	72950000	-841.6139417773963	282.8175769124464	1.14e+03	1:08:13
73.0%	72955000	-910.9467681808889	264.6895825710072	1.14e+03	1:08:12
73.0%	72960000	-910.368366846692	310.3517525149038	1.14e+03	1:08:11
73.0%	72965000	-846.8874964723292	295.8893679372432	1.14e+03	1:08:10
73.0%	72970000	-839.8213836095101	334.39205106906286	1.14e+03	1:08:10
73.0%	72975000	-855.5709418583733	321.24513214793967	1.14e+03	1:08:09
73.0%	72980000	-887.3632067995909	272.21673975247336	1.14e+03	1:08:08
73.0%	72985000	-896.0210405473804	306.1576517286626	1.14e+03	1:08:07
73.0%	72990000	-920.1188969642118	317.659626842282	1.14e+03	1:08:07
73.0%	72995000	-874.4624289132092	318.8328719521208	1.14e+03	1:08:06
73.0%	73000000	-891.7014689452677	330.2404742593514	1.14e+03	1:08:05
73.0%	73005000	-899.3833845536737	282.75845337431633	1.14e+03	1:08:04
73.0%	73010000	-917.7061723596361	294.0951272759043	1.14e+03	1:08:04
73.0%	73015000	-862.152400164922	318.802384311094	1.14e+03	1:08:03
73.0%	73020000	-945.5708958595944	265.22544750230827	1.14e+03	1:08:02
73.0%	73025000	-866.8597986649414	266.89697706185706	1.14e+03	1:08:01
73.0%	73030000	-855.7141752946139	270.7362870190344	1.14e+03	1:08:01
73.0%	73035000	-906.6826915264725	298.96888421579473	1.14e+03	1:08:00
73.0%	73040000	-802.7159766675509	289.75510245511737	1.14e+03	1:07:59
73.0%	73045000	-895.9255377643779	326.6970961279541	1.14e+03	1:07:58
73.0%	73050000	-865.7500075145831	315.5256242378301	1.14e+03	1:07:58
73.1%	73055000	-870.1449450161905	329.440057948403	1.14e+03	1:07:57
73.1%	73060000	-926.6705196953938	286.0291622129729	1.14e+03	1:07:56
73.1%	73065000	-895.2354739104187	303.45427093457926	1.14e+03	1:07:55
73.1%	73070000	-892.727537903621	319.939355080145	1.14e+03	1:07:55
73.1%	73075000	-942.9408412211412	273.9785914285782	1.14e+03	1:07:54
73.1%	73080000	-871.6813539754193	343.85912494499524	1.14e+03	1:07:53
73.1%	73085000	-860.1319653694444	294.95655193576204	1.14e+03	1:07:52
73.1%	73090000	-879.8235840813174	335.6481617194798	1.14e+03	1:07:52
73.1%	73095000	-876.944718382465	292.5840711674433	1.14e+03	1:07:51
73.1%	73100000	-879.4220231411653	311.1694958582795	1.14e+03	1:07:50
73.1%	73105000	-891.2848157263539	302.0906599360298	1.14e+03	1:07:49
73.1%	73110000	-910.5135215155051	323.93657580708737	1.14e+03	1:07:48
73.1%	73115000	-866.6291742652572	302.03666176054526	1.14e+03	1:07:48
73.1%	73120000	-943.1441317699525	303.1477081146667	1.14e+03	1:07:47
73.1%	73125000	-837.6978230507225	293.3548926424709	1.14e+03	1:07:46
73.1%	73130000	-859.151674412099	318.45409111919037	1.14e+03	1:07:45
73.1%	73135000	-824.9605868322002	294.54903600516104	1.14e+03	1:07:45
73.1%	73140000	-869.9064394477191	312.73259919773415	1.14e+03	1:07:44
